id,revision,category,date,title,place,region,summary,source,sourceUrl,archivedAt
index-935a2841870c228c,ec3fdf444d75634b,indexed,2024-05-24,На севере Сахалина собаки спасают людей от медведей,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Citysakh,https://news.google.com/rss/articles/CBMiRkFVX3lxTE5NYjhlMGt4eUlVQUVZN29QUFBmZF9ORS1sYmdnbDZFZGJaLXlQWTFNcEpuVTFEWnRETmZwNW5SM3BJUU4yV3c?oc=5,2026-09-24T18:54:30+00:00
index-9628b3865359ed15,2bf1bb066ac51dbb,indexed,2024-05-22,На Кругобайкальской железной дороге замечены медведи,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Первый Байкальский,https://news.google.com/rss/articles/CBMihwFBVV95cUxNY0xiS28wUE9ZSV9KU0RPRGRUX0hhYzQ0UE9ZZjc5bUxzYjZtXy1SZ1JySUFvZV9tS21CRkRVeWxhQ2kxVHZlMHpwT1lhWURQeVduS2IyRnpEVXZGR0VycnZYVjJ1bVNyWTZRTlYxSGRhSzIzTmJGeUpLT1JvNnp0V0RFWHEyMzg?oc=5,2026-09-24T18:54:30+00:00
index-a8b5f04883de3ad2,64c5007ddc57301a,indexed,2024-05-20,Три медведя напали на жителя Башкирии во время пробежки,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ГлагоL,https://news.google.com/rss/articles/CBMiigFBVV95cUxNN095dEFkeldaTTM3UEdWWW41VUZ4XzIyRmxtYnNrWFRHcGV6OEhRLWNQQWdCazNlc2w0TFZYM3RYNkZhZUppQm5zYmo3MXRhX1F0WkVCTWtZVzBPYWh3b2Nha3dQYjFqbzFZSjFvSFpLaTJUU2dHRkplaXBIZzFtTzQ1NktEQ0ZMRFE?oc=5,2026-09-24T18:54:30+00:00
index-e7f1ce3065f2f6ec,cb3a31c2739c4eec,indexed,2024-05-17,Медведь Мансур снова напал на cинюю канистру 😱🛢️🐻 | Авиамедведь Мансур,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5RTjdkOHlFOTQ0MnNiSVlZdFBFanlCVE9fV1o1NW00S2JIUjBHTnVmd0ZGdV80YktaazhBWmtSODdEd2xsWGRzVVFxOE9kWmEzSTRsbFpMU1lOWTJlY1FvRGFn?oc=5,2026-09-24T18:54:30+00:00
index-b817b482d779eb57,0b135f0c6e0c7fa0,indexed,2024-05-15,"В Сурхандарье застрелили медведя, проникшего на территорию школы – Новости Узбекистана",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Газета.uz,https://news.google.com/rss/articles/CBMiU0FVX3lxTE05SzBjeHltMDYxR1dUR3JYZHp2cmNxc1QzSU9Nb2tCQlVkRlFXeUQ1REhRNGxtb3NrZFBaeF9xa0lEaWNQUWRwS2xwQTVDMmtWeE9F?oc=5,2026-09-24T18:54:30+00:00
index-23d6e4829ebb2981,6778d78dfe1be3d8,indexed,2024-05-14,Красивые и дикие: проснувшиеся медведи в ХМАО стали чаще выходить к людям,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",muksun.fm,https://news.google.com/rss/articles/CBMivAFBVV95cUxOZDVpU2thZXNVdXIyVzJ3N0NoUzZNQnRobk1DS2ZuekZpbEtQaEFNSFpkdEwwdmhXakgzclliTnpfRkNnTXVsMzloNWljRERaMkhfaW9iYno4UTdtVU11ZXNZX29PU3F6QXdRdkRDZzlpR2JWSnJKSEdQSHd3ZWMzZDZkWElpbkdIQXVLWmhkWEM3UTZBWVozNm5xQ2otNWMxQnM1OWlydTVRTzhOSThlUU8xM2hqbmRXOEhuWg?oc=5,2026-09-24T18:54:30+00:00
index-4f33a38c8073f85c,16b71f04e859759f,indexed,2024-05-14,На трассе в Югре заметили медведицу с тремя медвежатами -Новости Сургута,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",sitv.ru,https://news.google.com/rss/articles/CBMikAFBVV95cUxNd2NieWpTSFlLOXNTS3lEQnJNak1XbkxrbnRlYi10UWtZc3BCNXRKS2pMZkpZZldLVFlxbTF6RmdJcVVpUTFoMDA5bnBiRnVPYmF0UUNCZFB3bFpORnBxRDlHZzBsUXFqT2YyOXJzcFFRU21FQ3I2VEViVElydVlpZEhPSDNta2pDYVZsdUhnZ2c?oc=5,2026-09-24T18:54:30+00:00
index-89bac5d8c585b09f,47c25fec262171b7,indexed,2024-05-13,"На Сахалине медведь напал на стадо коров: одну съел, а кости прикопал",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",АСТВ,https://news.google.com/rss/articles/CBMitAFBVV95cUxPSUlEZXZHQmlzUkltZmkyNFZBZ3RKMnBvY3Q5ZUJMMXVCbkw1V0hPNF9iQklnSVJEa2xQRExTZ09DRWpXWEY0SEdfSFlmc0MwdHVKWUNRYU5Id243VThhdG5peVloMWhJUDFxelFFMkg4azMtbVJCMm9mRHA2ZldNUUcwQ2tBblE0T1EwZWN3UXJIdXlySDlrUVZDNDhnck10NExYYmpMY01hSXZFN2t2cE12SE0?oc=5,2026-09-24T18:54:30+00:00
index-f6b0ef4177ff5c78,00c1c1b81e733da7,indexed,2024-05-12,Проснувшийся медведь вышел к трассе в Архангельской области — видео - 12 мая 2024 | 29.ру,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",29.ru,https://news.google.com/rss/articles/CBMiW0FVX3lxTE82SHM5b1lkcmRxWklFeTc5MjFEcXJWdmFTbHFFNW1xUlB3WkNmS1pqallIRV82VEdVbGk0QW5TM2dmbDBrQ3ZHdWZ4RWc1YzZOTEVxWW9UQVRKWlE?oc=5,2026-09-24T18:54:30+00:00
index-e40252bcc67bdeb2,d146b9cd013415ab,indexed,2024-05-10,"Вышел первый тизер третьего сезона ""Медведя"" – одного из самых успешных сериалов современности",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",unian.net,https://news.google.com/rss/articles/CBMiowFBVV95cUxPb3RmR3UzRzF0ZE43c0lQMEZGZVl4R0M3LTBBWHlaLUNDaUppd2NaeG1aMmtXeWprak5iZTJIUEpkdnhfbGR2SV9rQVo2b2pzNG9ERVdzTkQyOVota2IxUGh5X05QaExtNnBSZHVxZlFUX01SQzhqalJlVll4MmJfQ1pudl9lbmtRMi1xd1N2Nm9WUXhDczdMcUdaM2F1NlJJcG9z0gGoAUFVX3lxTFBNNHVLZG9SS3I5NkRNWjhaQVhJRl9Hb1p6dkZlMXJ3bkEzd3Ytd0REMUprZmNOR1p2NVRHLWwxbkRfRWNGQWR3b2JTbzNCMW5mZmluNjQ4OFZ2S291UkFDdk4wemM4TXk3a1V2Vi1RbXRla1NJdUxheEI0ajlfQjNrOFNrellMMFN5MVc0R0U5ZmlrZGctc1gyZjZWWS1ELVJtNkthRWtyNA?oc=5,2026-09-24T18:54:30+00:00
index-ac66f2446861865d,874b0e635f2cb567,indexed,2024-05-05,В Ярославской области медведь забрел в парк и напугал жителей,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Ярославский регион,https://news.google.com/rss/articles/CBMikwFBVV95cUxNZC1ZUzhNSlhkTnFyMXBIS1pvSHhJVVJNMlltMWczN29abDhBNWFBQmQyNUpvZVcxckI3XzBqeVNTM2IxcDQ0TUp5TUpMWUJuVzJMR0lVRXlTbU4tdS14U1JQVTFLUFZUR2paMVk0LXVUZ2o0bXA4NmQtZVNQcmlOVTdGbnZsNW5jdnRuMF9ZYnpnRFU?oc=5,2026-09-24T18:54:30+00:00
index-4dbfcb7a26110097,bfc13b06932216b3,indexed,2024-05-01,Светящиеся медведи появились в Воркуте,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",КомиОнлайн,https://news.google.com/rss/articles/CBMieEFVX3lxTE52MHg5OGl4WVFYUkVCRkF6X2VfNzZKalNhdkZlVzRZRy04aFJJZ3daYk10QW52RTdTdmR4WVJ4RmxDUEk1aDRVWEV4ZndpQkhaU041SV9ldE9qZFRrQWVNTFJ5R0FpYnVTazNBMnExcm9YNzZ2Y3hCUA?oc=5,2026-09-24T18:54:30+00:00
index-3f8d8388db75ff35,6d73807360631339,indexed,2024-04-30,"«Стекло разбил головой, зеркало снес»: медведь напал на машину на юге Красноярского края",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Новости ТВК,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1hMThVLU9tS1JPTEJ2N1VOX0FBS3B2aVBHSlRVbDQ3M0tYdE53d0V4SVFEdFlCSlIzS1gwRDNLeFRnMzFVQnBnOE95aFJPTGViR2ljWjVB?oc=5,2026-09-24T18:54:30+00:00
index-fee05b81a0e43b7f,792ac8c8e867b258,indexed,2024-04-29,В Красноярском крае медведь напал на машину с людьми — Новости Красноярска на телеканале Енисей,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",enisey.tv,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5JV1p3YWE0YXl1VFN6ZUVqWDgzdnJnRlV6WF9xU0lqTk0xSlJVeEpFUmljdENQemo1M0d3UWM5QTZBbl90VTBJbHdqZEhCbTA?oc=5,2026-09-24T18:54:30+00:00
index-e85dc723d4872ac4,209bf7d0fb62c8ab,indexed,2024-04-22,В Тверской области крупный медведь напал на молодых учёных,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Новости Твери и Тверской области,https://news.google.com/rss/articles/CBMimAFBVV95cUxNSGFmd0FFaHhFVGhKZ1czUmt3elRXazVsTjJxR3Z3YlhPQVFKQnJjRUFMX045Z3dhWFVNQjFDbHNDcGNHU2VELVpVa2VvTnNNXzJfOE5WSGdqQTJ0T2RkMXJTQmhIVnhUbWxJRHZ6VTZZajFiU212SnZlWDBleEUyczAxenluYjFhM1NFckl2QlRUTGtCYTFicA?oc=5,2026-09-24T18:54:30+00:00
index-bfa17cadb29e3468,94824b6c6f50365a,indexed,2024-04-17,В Бурятии голодные медведи вышли из берлоги. Как избежать встречи с ними?,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Arigus.tv,https://news.google.com/rss/articles/CBMiswFBVV95cUxNakk4b3RuUFN0R3hVWDRleGJaNVZ6NTNxV3JBM0pTNWNyT1I3dWMwZ1Vfc3hsZExJOVZiUlU2QnFnZzNFRjFneG1IUkd6QjRMdW5oRmJ2UHpmRUJ5NDgzRG5ONVVMeUM1MldCZFNxZFFWbmhvak5mOEg2aHRjb1lROERqYzFXMWFfR3BrVjloOUswRDhXOUxhWjcxalN1Z0NxOF9aYVNHMzZjLTA4NkJBQkJrbw?oc=5,2026-09-24T18:54:30+00:00
index-ed5658d97cf36306,403e0a9d3170d703,indexed,2024-04-16,ВИДЕО: пьяный мужчина в центре Риги напал на... медведя,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Jauns.lv,https://news.google.com/rss/articles/CBMinAFBVV95cUxNMVZTLU1ORnJWQWFCS19MUmdkTHgzWTJQZklnU01Nc3hZdjF3QkNPRnphWVNNOFBLbkt1b3FCRl9jZHEtUnlkdFJBNzlJUnNmd0tkYVZ1UXpXZjNaQlhBMDczY2I1cXluZ01PUlVnMmszLXlVUllfSHNyMnhhaDVxWGZwNlZKMFdVcDB5LURGbjNxMXNnS25mSV81LS0?oc=5,2026-09-24T18:54:30+00:00
index-145fb30aae99dc70,fcc47b71badcaf9e,indexed,2024-04-16,Видеофакт: следы медведя обнаружили на территории родовой общины «Дьуона» в Якутии,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ЯСИА,https://news.google.com/rss/articles/CBMiogFBVV95cUxPNHlSUW1mX1g1ZnVKY2E1VWdYMEQ1Rm53OURfdjJlZ0l3SDA1ZmRCeV9VN2hiSlUwWllRQVdUZ0RRX2JWWUxPQmlaYjBYS3MxRWswRWtaSUFUNU5MS0xlYjZKVzhCcnNSVDd0WHN1Z0JwY2xfRGI1T21rOU0yRVBodWctcVFqMWJCR1QyaHJDUER3Ym42bjl6ZFdHcDA0Q1NkUGc?oc=5,2026-09-24T18:54:30+00:00
index-29a9a922bcaf71bb,04b03f46340e4f1b,indexed,2024-04-16,"Медведи в Кузбассе уже проснулись и вышли из берлог. Узнали, сколько их в регионе",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ngs42.ru,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5sakVuWGRnR0UxaGhVbGJYX3ZYWERJcFplVmFYRmJYeVZERlVmTEJKbHpSb3g3ZzRJMnM5OXdibzRQOWFQQmhuekZmdTU2TXJzU3BkbVZQcXZZZmlQUnRZ?oc=5,2026-09-24T18:54:30+00:00
index-34cd25646c24ed7e,548acc0e8962ced3,indexed,2024-04-14,Медведи вышли из спячки в Красноярском крае,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Сибирское Агентство Новостей,https://news.google.com/rss/articles/CBMiSkFVX3lxTE5WcDFFOGZsSU9YcllHeEU5OWZaQlZqQVVUbXNNdmdiR1FCSE42Q1dSamdnd0VkendCc1YxdTdfNGNvejNpTldQRDZR?oc=5,2026-09-24T18:54:30+00:00
index-835e0c3837f3cb05,7e558565620fe138,indexed,2024-04-12,Медведи в Томской области вышли из спячки,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Tomsk.ru,https://news.google.com/rss/articles/CBMihwFBVV95cUxPdll6bXBTZmhhMzEyOGRBZ2w0bGF1QXVhUkJWRnJodldRZy15dUJrVmtaSGJxc0xGTV9aZWIzSXN4b3Q3RzlGRG1lZ0xSQUpIWjI2aTQwaFMwaUpCZVE3QTN0S3dsX1hfS1QwOGV3VjUwUFZCMVE3VTM4MlBjeE1hS1VwdVV1MVE?oc=5,2026-09-24T18:54:30+00:00
index-60734c4e00406b74,859c62a07eb2ff03,indexed,2024-04-01,Медведи Челябинской области вышли из спячки — Новости Челябинска и Челябинской области,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Курс Дела,https://news.google.com/rss/articles/CBMimAFBVV95cUxNZnhTNmZWLVFYNjhTallPbmRQNGFGaXU3SkVPVkk4VXNHY1JSMUxrSEk0VEVnWC1NdXAzbE96Qmt3ZnkxUlNISkdsYzNjNVM4LVplYjNQQ2J6eWxNMG5vUmoweDNzbjFUbEV6enJSWFVRMXE2d0RPRnVwR1RJd2M5Z2wtajdUVllIRTFvRURCMTIyRVBkd0tUNQ?oc=5,2026-09-24T18:54:30+00:00
index-cab06c0da1bfa685,4e43e11f5812b2f4,indexed,2024-03-27,Мужчина чудом выжил после нападения медведя-гризли. Его спасла песенка о маленькой акуле,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",MenToday,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOZkZsbWtLaWNxWTBYZjRzMEp3SDNwa0hmLWJYWWlqVGJBQmlqdDdzal9Ia0hjcTFoOHNCSVRoMVNzbUtXWHRzS0tEZHllUHFMeFowWVlNT21oMUNNTTlUa2JyUElURFJSZnlfd2lRa0o3Tm9ZR2hrbkYzaXZLVXBtYnJwNGpvSEJuWk1iRXlTbUx3dFlzQk9uN2RRRlhmRF9TWC02WWxUeVFzaXM5ZXBLcHpqekJlVmJlS0xYdGpJZzg0TVp6cktJVGZuRDFvVzJfdFE?oc=5,2026-09-24T18:54:30+00:00
index-de1814b4ee20028e,6655135874d62e9d,indexed,2024-03-26,Медведи выходят из зимней спячки на Камчатке,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",kamtoday.ru,https://news.google.com/rss/articles/CBMijgFBVV95cUxPVG4yMkRYOTEtVHl0cWxUQTd0RW9MVmdSR3Z1M0NBS0JfelE2RU1pWFFod3RLUnpQMEVIaXh6VFBqck5xWFFYZXlOeHB3ZWhpOGNVVUUtc3FRamNCelN6QnEyajRZMmRRT3pDdHJ1UmdzVnQtSjU5SWJLS3hLaVA0LUJaZ21HdUZwbDJwaDBR?oc=5,2026-09-24T18:54:30+00:00
index-95b7dfe5995c5a25,45ec37c1cbfbae7f,indexed,2024-03-26,На Камчатке после зимней спячки вышел из берлоги первый медведь,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",vostok.today,https://news.google.com/rss/articles/CBMinwFBVV95cUxOS1NPLVRTZDZsSldoSEJMczdvZ2hvNnA1RVdqMllGaC02MHhSQjNkRVpKQnh1TTFYQmdpb3dSZG9WYnl3WXNpQjk0bjlpSHdfTFVLbmpJc2xiT0Ixa1Q5SlRvaUhLUjBmRXNsQXJjdGswZGl5RXVZU19uTnRTWEZKZTVoSXRLX0djYzFWZFRiell4dUZFMUdiX19HU3JBMWc?oc=5,2026-09-24T18:54:30+00:00
